OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
882,Curicó,PARQUE ALAMEDA MANSO DE VELASCO,AVENIDA MANSO DE VELASCO ENTRE AVENIDA CAMILO HENRÍQUEZ Y RUTA 5 SUR,7,73,87440.19834739,B.N.U.P, , ,Sí, ,1745,4000000000,GORE, ,MUNICIPAL, ,0, , ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,ESPACIOS PUBLICOS CONVOCATORIA PUBLICA,No,No,No,No, ,Parques Urbanos,4516.21294884924,87440.198347394
883,Curicó, , ,7,73,8938.46411259, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,684.2692851194,8938.46411258666
884,Curicó, , ,7,73,6803.27671808, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,776.54021510445,6803.27671808488
885,Curicó, , ,7,73,12738.00487677, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1036.95776638369,12738.0048767709
886,Curicó, , ,7,73,5556.36711459, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,555.196094042242,5556.36711458903
887,Curicó,ESTADIO LA GRANJA, ,7,73,67114.87021608, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1826.99825304028,67114.8702160789
888,Curicó, , ,7,73,18589.9010838, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,531.815892902375,18589.9010838023
889,Curicó, , ,7,73,5149.73188043, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,499.865822544841,5149.73188042577
890,San Clemente, , ,7,71,17163.59460407, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,904.374818773344,17163.5946040692
891,Parral,PLAZA LOS OLIVOS,"DELICIAS NORTE Y DELICIAS SUR, ENTRE CALLE MARIO MUJICA Y CALLE 1 ORIENTE",7,74,8460.02240625,B.N.U.P, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y CAMIÓN ALJIBE,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,MOBILIARIO URBANO,No,No,No,No, ,Parques Urbanos,545.371641759721,8460.02240625435
892,Parral,PARQUE ALAMEDA LAS DELICIAS,CALLE DELICIAS NORTE Y CALLE DELICIAS SUR ENTRE CALLE TARAPACÁ Y CALLE O´HIGGINS,7,74,54259.02453757,B.N.U.P, ,0,Sí, ,0,0, , ,MUNICIPAL, ,0,MIXTO,Pozo y camión aljibe,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,MOBILIARIO URBANO Y SKATEPARK,No,No,No,No,PARQUE ACTUALMENTE DEMOLIDO,Parques Urbanos,2895.02448525958,54259.024537567
893,Retiro,PLAZA DE RETIRO Y ENTORNO CASA DE LA CULTURA,AVENIDA ERRÁZURIZ INTERSECTA CON VICENTE PÉREZ ROSALES,7,74,11784.16478116,B.N.U.P, ,17-9,Sí, ,0,798000000,MINVU, ,MUNICIPAL, ,31559112,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,JUEGOS DE AGUA ORNAMENTALES,Sí,No,Sí,No, ,Parques Urbanos,729.697799622495,11784.1647811649
894,Talca,BALNEARIO RÍO CLARO, ,7,71,101840.69066607,FISCAL, , ,Sí, ,2023,0,MINVU, ,MUNICIPAL, ,0, , , ,CONSTRUIDOS, ,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,Sí,"RESTAURANTES, EXPLANADA PARA ESPECTÁCULOS",No, ,No,No, ,Parques Urbanos,2758.95978137756,101840.690666073
895,Talca,ALAMEDA BERNARDO O´HIGGINS,4 NORTE,7,71,133541.57840642,B.N.U.P, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,POZO, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,No,JUEGOS DE AGUA Y EQUIPOS DE CALISTENIA,No,No,No,No, ,Parques Urbanos,7244.55229118123,133541.578406423
896,Talca,PLAZA SECTOR DOS NORTE, ,7,71,10305.46005756, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,888.956567465135,10305.4600575646
897,Talca,BANDEJÓN TALCA, ,7,71,29180.93446543, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2246.02171448138,29180.9344654281
898,Empedrado,PARQUE AGUSTÍN QUINTANA Y BRAVO, ,7,71,130089.05525848,MUNICIPAL, ,297-51,No,ZEDR (ZONA EQUIPAMIENTO DEPORTIVO Y RECREATIVO),1984,0, , ,MUNICIPAL, ,0,POZO, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,Sí,No,Sí,No,SKATEPARK,No,No,No, , ,Parques Urbanos,2301.95483932824,130089.055258478
899,Talca,BANDEJÓN SUR, ,7,71,15125.92414744, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1603.57231008681,15125.9241474352
900,Talca,BANDEJÓN, ,7,71,6058.0654932, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,929.203372618581,6058.06549320333
901,Linares,ALONSO DE ERCILLA,ALONSO DE ERCILLA,7,74,8967.58312796,MUNICIPAL, , ,Sí, ,2009,450000000,GORE, ,MUNICIPAL, ,0,POZO, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,No,No,No,No, ,Parques Urbanos,1390.49591111757,8967.5831279648
902,Linares,AV. LEÓN BUSTOS,AVENIDA LEÓN BUSTOS,7,74,12182.77620501,B.N.U.P, , ,Sí, ,2000,0,MOP, ,MUNICIPAL, ,800000000,MIXTO,POZO- CAMIÓN ALJIBE,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,2562.2548168486,12182.7762050072
903,Linares,ALAMEDA,VALENTÍN LETELIER,7,74,35648.76789712,B.N.U.P, , ,Sí, ,2007,3263257000,GORE, ,MUNICIPAL, ,99102524,POZO, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,No,No,"CASA DE LA CULTURA, ANFITEATRO, PILETA",Sí,No,No,Sí, ,Parques Urbanos,1939.16468696393,35648.7678971187
904,Linares,GENERAL CRISTI,CALLE GENERAL CRISTI,7,74,11176.11114632,B.N.U.P, , ,Sí, ,1969,0,MINVU, ,MUNICIPAL, ,34243488,MIXTO,POZO - AGUA POTABLE,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,1229.20420757464,11176.1111463152
905,Talca,NN 01, ,7,71,11424.26059712, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,892.09400558257,11424.2605971199
906,Talca,NN 04, ,7,71,19253.35763122, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1699.53824559559,19253.3576312223
907,Talca,NN 05, ,7,71,6830.86089951, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,678.363695858115,6830.86089951097
908,Talca,NN 07, ,7,71,6546.10886544, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,565.777535218613,6546.10886544343
909,Linares,PARQUE CARLOS ABURMAN, ,7,74,5468.93785473, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,515.525075665167,5468.93785473037
910,Santa Bárbara,PARQUE URBANO,ENTRE CALLE PORTALES Y CAMINO A LOS MAYOS,8,83,18289.28808688,MUNICIPAL, ,"00226-00001, 90226-00001",Sí, ,2015,0,MINVU, ,MUNICIPAL, ,0,POZO, ,No,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí,"CICLOVÍAS, SOMBREADEROS",Sí,Sí,Sí,No, ,Parques Urbanos,1574.13060343344,18289.288086878
911,Santa Bárbara,PASEO VENTANA AL RÍO,CALLE ARTURO PRAT INTERSECTA CON CALLE RAMÓN LARENAS,8,83,6850.92843685,MUNICIPAL, ,201-21,Sí, ,2014,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,ANFITEATRO,Sí,No,Sí,No, ,Parques Urbanos,724.905912777741,6850.92843684568
912,Yumbel,PLAZA DE YUMBEL,O'HIGGINS S/N,8,83,13655.84577138,B.N.U.P, , ,Sí, ,1700,0,MUNICIPAL, ,MUNICIPAL, ,18000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,No, , ,Parques Urbanos,467.466931212135,13655.845771382
913,Hualpén,PARQUE URBANO CAÑETE,SIN DIRECCION,8,81,9975.10636545,B.N.U.P, ,NO TIENE,No,"NO SE CONTEMPLA  USO DE SUELO ""ÁREA VERDE"" EN IPT",2011,287967000,GORE, ,MUNICIPAL, ,25876632,OTRO,PUNTERA,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,22 ESCAÑOS Y 18 BASUREROS,No,No,No,No,PARQUE DESARROLLADO EN LAS ACERAS DE LA VÍA,Parques Urbanos,2423.33181497215,9975.10636544931
914,Hualpén,PASEO HISTÓRICO EX AERODROMO HUALPENCILLO,SIN DIRECCION,8,81,9025.89906024,B.N.U.P, ,NO TIENE,No,IPT NO CONTEMPLA USO DE SUELO AREA VERDE,2012,547374000,MINVU, ,MUNICIPAL, ,26299245,OTRO,PUNTERA,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,"16 ESCAÑOS INDIVIDUALES, 24 ESCAÑOS EN MUROS, 5 BASUREROS, 4 MESAS DE AJEDREZ Y 4 ESCULTURAS",No,No,No,No, ,Parques Urbanos,922.222002746735,9025.89906024148
915,Hualpén,PARQUE URBANO BÉLGICA,SIN DIRECCION,8,81,8347.87809005,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,2009,360841000,GORE, ,MUNICIPAL, ,23912348,OTRO,PUNTERA,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"30 ESCAÑOS, 6 JARDINERAS Y 30 BASUREROS",No,No,No,No, ,Parques Urbanos,2467.4702161939,8347.87809004899
916,Hualpén,PARQUE URBANO BREMEN,SIN DIRECCION,8,81,17678.62953658,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,2010,383345000,GORE, ,MUNICIPAL, ,44810351,OTRO,puntera,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,No,"22 ESCAÑOS, 55 BASUREROS, 11 ESCULTURA ILUMINADAS",No,No,No,No, ,Parques Urbanos,4044.03566406274,17678.6295365823
917,Hualpén,PARQUE URBANO GRECIA,SIN DIRECCIÓN,8,81,29175.11279302,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,2013,638665000,GORE, ,MUNICIPAL, ,77913448,OTRO,puntera,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,No,No, ,No,No,No,No, ,Parques Urbanos,6094.32144137248,29175.112793017
918,Hualpén,PARQUE URBANO POTSDAM,SIN DIRECCION,8,81,35837.02671175,MUNICIPAL, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,0,1799843000,GORE, ,MUNICIPAL, ,0,OTRO, ,Sí,NO HAY,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No,"SALA DE EXPOSICIONES, KIOSCO DE INFORMACIÓN, ESCENARIO CON VESTIDORES Y BAÑOS PARA ACTORES, 2 PARADEROS, 191 BANCAS, 25 BASUREROS, 15 ESCULTURAS Y 12 LETREROS INFORMATIVOS",No,Sí,No,No,EL NIVEL DE CONSOLIDACIÓN DE INDICA REGULAR PORQUE EL PARQUE ESTÁ AÚN EN CONSTRUCCIÓN Y FALTA UN 10% PARA SU RECEPCIÓN MUNICIPAL,Parques Urbanos,1569.39701289463,35837.0267117459
919,Hualpén,PASEO PEATONAL MARSELLA,SIN DIRECCION,8,81,10508.91166527,B.N.U.P, ,SIN ROL,No,IPT NO DEFINE USO DE SUELO ÁREA VERDE,0,642336000,MINVU, ,MUNICIPAL, ,0,OTRO,puntera,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No, ,Sí,No,"2O ESCAÑOS, 28 BASUREROS, 3 BICICLETEROS, 247 BOLARDOS Y 7 ALCORQUES",No,No,Sí,No,EL PARQUE SE ENCUENTRA EN CONSTRUCCIÓN Y FALTA POR HACER UN 60%,Parques Urbanos,1400.77306546732,10508.9116652652
920,Chillán,NN18_BIOBÍO,AVENIDA ANDACOLLO,8,84,22133.19124325, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1563.15192085864,22133.1912432471
921,Chillán,JARDINES UNIVERSIDAD DEL BIOBÍO,AVENIDA ANDRÉS BELLO,8,84,31207.32757225, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2272.36793574168,31207.3275722481
922,Chillán,NN15_BIOBÍO,AVENIDA BRASIL,8,84,27113.16757546, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3384.67216150868,27113.1675754586
923,Chillán,NN16-BIOBÍO,CALLE COLLÍN,8,84,18685.37174, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1744.33929491801,18685.371740003
924,Chillán,NN17_BIOBÍO,AVENIDA ARGENTINA,8,84,14919.84794228, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2657.33764798054,14919.8479422802
925,Chillán, , ,8,84,51793.70296128, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2007.14105606023,51793.7029612787
926,Chillán,AVENIDA COLLIN,ENTRE AVENIDA ARGENTINA Y AVENIDA DIECIOCHO DE SEPTIEMBRE,8,84,13493.30863744,B.N.U.P, , ,No, ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MIXTO,camión aljibe y pozo,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,2040.39949947681,13493.3086374445
927,Concepción, , ,8,81,34385.52907692, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3269.16308518996,34385.5290769167
928,Los Angeles,PARQUE LAGUNA ESMERALDA,COLO COLO,8,83,22929.33234217,B.N.U.P, , , , ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MIXTO, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí, , ,No,No, ,Sí,Sí,Sí,Sí, ,Parques Urbanos,606.983302156648,22929.3323421654
929,San Rosendo,AREA VERDE PEDRO MONTT,PEDRO MONTT S/N,8,83,10828.8999133,B.N.U.P, , ,No, ,2003,80000000,OTRO,PMU,MUNICIPAL, ,35000000,MIXTO,AGUA POTABLE Y CAMION,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,1225.73462261512,10828.8999132983
930,Talcahuano,PARQUE ALMIRANTE VILLAROEL,"ALMIRANTE VILLAROEL, ENTRE PLAZA EL ANCLA Y ACCESO BASE NAVAL",8,81,12215.51254466,FISCAL,EFE,2-3 / 7004-70025,No,ZONA DE EXTENSIÓN URBANA,0,0, , , , ,0, ,MAP, ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,LOCALES COMERCIALES,No,No,Sí,No, ,Parques Urbanos,1185.93124204974,12215.5125446581
931,Talcahuano,PARQUE ARUCA,AUTOPISTA CONCEPCIÓN TALCAHUANO ESQUINA OHIGGINS,8,81,9094.81563645, , ,NO HAY REGISTRO,No, ,0,0, , , , ,0, ,MAP, ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Parques Urbanos,1554.86214904048,9094.81563644922
932,Talcahuano,ROTONDA PUENTE PERALES,AUTOPISTA CONCEPCIÓN-TALCAHUANO,8,81,7659.39363965, , ,NO HAY REGISTRO,Sí, ,0,0, , , , ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Parques Urbanos,782.72440464696,7659.39363964855
933,Talcahuano,PASO SUPERIOR OHIGGINS,AUTOPISTA CONCEPCIÓN TALCAHUANO,8,81,21090.23190646, , ,NO HAY REGISTRO,Sí,ZONA SERVICIOS COMERCIALES,0,0, , , , ,0, , , ,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,BODEGA,No,No,Sí,No, ,Parques Urbanos,1704.316438731,21090.231906462
934,Talcahuano,AREA VERDE SECTOR MARINA DEL SOL,LOTE 1J-4,8,81,10273.95395239, , ,NO HAY REGISTRO,No,ZONA EQUIPAMIENTO,0,0, , , , ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,NO,No,No,Sí,No, ,Parques Urbanos,1460.96570812156,10273.9539523927
935,Talcahuano, , ,8,81,21367.60366683, , , , , ,0,0, , , , ,0, , , , , ,CONSOLIDADO,GRATUITO,0, ,No, ,No,No, , ,No,Sí, , ,Parques Urbanos,1909.07773104062,21367.6036668326
936,Talcahuano,"AREA VERDE, SAN EUGENIO","CALLE 1, ENTRE TOLTÉN Y PASAJE 11-A",8,81,8878.61677432, , ,NO HAY REGISTRO,Sí,ZONA RESIDENCIAL,0,0, , , , ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO,No,No,No,Sí, ,Parques Urbanos,836.918153929626,8878.61677432432
937,Talcahuano,BANDEJON CENTRAL LIBERTAD,ALTO HORNO ENTRE JUAN A. RIOS Y ECHAVARRIA,8,81,10470.78611394, , ,NO HAY REGISTRO,No, ,0,0, , , , ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,No, ,Parques Urbanos,1510.84365618108,10470.7861139407
938,Talcahuano,PARQUE ANTOFAGASTA II,CALLE PUERTO ANTOFAGASTA DESDE COQUIMBO HASTA QUILLAY,8,81,11558.97008839,B.N.U.P, ,2600-1 / 2634-1,Sí, ,0,793901,OTRO,FNDR, , ,0, ,MAP, ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,CANALES DE EVACUACIÓN DE AGUAS LLUVIA,No,No,Sí,No, ,Parques Urbanos,1301.36426572458,11558.9700883882
939,Talcahuano,LOS MORRITOS DE CENTINELA,CALLE SAN VICENTE N°540,8,81,14431.23903845,SERVIU, ,7019-32, ,ZONA PROTECCIÓN DE MARISMA,0,0, , , , ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,NO,No,No,Sí,No, ,Parques Urbanos,2288.53968884608,14431.2390384527
940,Mulchén,PARQUE AVENIDA MATTA,AVENIDA MATTA,8,83,20068.4140369,B.N.U.P, , ,Sí, ,1906,0,GORE,se supone que fue ejecutado con dinero fiscal,MUNICIPAL, ,2814520,POZO, ,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,Sí,No,"MOBILIARIO DEFICIENTE, EN PESIMAS CONDICIONES DE CONSERVACION",No,No,No,No, ,Parques Urbanos,1857.22880769919,20068.4140369025
941,Mulchén,PARQUE QUINTA VENECIA,CALLE ARTURO PRAT,8,83,18819.32207421,B.N.U.P, , ,Sí, ,2014,850670000,MINVU, ,MUNICIPAL, ,51528000,POZO,mixto,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,Sí,Sí,Sí,"PAGODA, SKATE PARK EN LADO ANTIGUO DEL PARQUE",Sí,No,Sí,Sí,"ESTE PARQUE NO FUE EJECUTADO EN SU TOTALIDAD, EXISTE UN PAÑO QUE NO TIENE INTERVENSION",Parques Urbanos,806.062519800108,18819.3220742105
942,Los Angeles,NN02_BIOBÍO,AVENIDA RICARDO VICUÑA,8,83,49390.48817217,B.N.U.P, , ,Sí, ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2884.83891679867,49390.4881721736
943,Temuco,PARQUE LINEAL HUERFANOS,AV. HUERFANOS,9,91,8893.97174852,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2010,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,14941873,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,1258.97598250744,8893.9717485226
944,Temuco,PARQUE LINEAL COSTANERA,AV. COSTANERA,9,91,32101.17212811,B.N.U.P.,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2009,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,53929969,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,3231.5355546653,32101.1721281072
945,Temuco,PARQUE LINEAL PRIETO NORTE,AV. PRIETO NORTE,9,91,19117.41648956,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1893,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,32117260,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,2509.97155913231,19117.4164895565
946,Temuco,PARQUE LINEAL BALMACEDA,AV. BALMACEDA,9,91,36872.78833686,B.N.U.P.,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1983,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,61946284,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No,NO HAY REGISTRO,No,No,Sí,Sí,NO HAY REGISTRO,Parques Urbanos,3746.81276240981,36872.7883368628
947,Temuco,PARQUE LOS CONDORES,CALLE CARIQUIÑA/CALLE ISQUIÑA,9,91,11510.39142868,SERVIU,OTRO,NO HAY REGISTRO,No,TERRENO SERVIU,2015,0,MINVU,MINVU,MUNICIPAL,NO HAY REGISTRO,19337458,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,EN EL TERRENO HAY UN GIMNASIO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,770.681603499145,11510.3914286803
948,Temuco,PARQUE LINEAL MARTIN LUTERO,CALLE MARTIN LUTERO,9,91,21512.15012737,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2001,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,36140412,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,3104.91506869001,21512.1501273684
949,Temuco,PARQUE LINEAL LOS PABLOS,CALLE LOS PABLOS,9,91,15927.77784098,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,1998,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,15888223,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,2209.68384959406,15927.7778409764
950,Temuco,PLAZA SANTA TERESA,CALLE SANTA LUCÍA,9,91,5091.46284102,B.N.U.P,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,2014,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,8553658,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,633.327603797714,5091.462841021
951,Temuco,GABRIELA MISTRAL,BANDEJON CANAL GIBBS,9,91,48054.79248721,B.N.U.P.,NO HAY REGISTRO,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,0,NO CUENTA CON FINANCIAMIENTO / NO HAY REGISTROS,NO HAY REGISTRO,MUNICIPAL,NO HAY REGISTRO,80731919,MEDIDOR AGUA POTABLE,NO HAY REGISTRO,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,No,No,Sí,No,NO HAY REGISTRO,Parques Urbanos,3455.59146170367,48054.7924872066
